Race Starting: MINE | Material: NETHERRACK | Amount: 16
Race Starting: FISH | Material: BOWL | Amount: 1
Game Starting: FILLOUT | Has Answer: true | Answer: Conejo
Game Ending: FILLOUT | Has Winner: true | Winners: ItzDavidVZLA_(Time: 5.04s) | Answer: Conejo
Race Starting: HUNT | Entity: PIG | Amount: 3
Race Starting: FISH | Material: COD | Amount: 1
Game Starting: TRIVIA | Has Answer: true | Answer: •Survival•Supervivencia
Game Ending: TRIVIA | Has Winner: false | Answer: •Survival•Supervivencia
Race Starting: FISH | Material: SALMON | Amount: 3
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Zombie
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Zombie
Game Starting: MATH | Has Answer: true | Answer: 60
Game Ending: MATH | Has Winner: true | Winners: ItzDavidVZLA_(Time: 8.21s) | Answer: 60
Race Starting: FISH | Material: PUFFERFISH | Amount: 3
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Creeper
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Creeper
Race Starting: HUNT | Entity: PIG | Amount: 5
Race Starting: FISH | Material: SALMON | Amount: 3
Race Starting: MINE | Material: SAND | Amount: 16
Game Starting: MATH | Has Answer: true | Answer: -45
Game Ending: MATH | Has Winner: false | Answer: -45
Race Starting: HUNT | Entity: ZOMBIE | Amount: 5
Game Starting: MATH | Has Answer: true | Answer: 132
Game Ending: MATH | Has Winner: false | Answer: 132
Race Starting: MINE | Material: SAND | Amount: 32
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Pala
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Pala
Game Starting: REACTION | Has Answer: true | Answer: Compás
Game Ending: REACTION | Has Winner: false | Answer: Compás
Game Starting: MATH | Has Answer: true | Answer: 38
Game Ending: MATH | Has Winner: false | Answer: 38
Game Starting: TRIVIA | Has Answer: true | Answer: •Netherite•Netherita
Game Ending: TRIVIA | Has Winner: false | Answer: •Netherite•Netherita
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 16
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 16
Race Starting: FURNACE | Material: COOKED_BEEF | Amount: 6
Race Starting: CRAFT | Material: FURNACE | Amount: 2
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 5
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 5
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 5
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 5
Race Starting: MINE | Material: NETHERRACK | Amount: 32
Race Starting: HUNT | Entity: COW | Amount: 5
Race Starting: MINE | Material: DIORITE | Amount: 32
Game Starting: UNREVERSE | Has Answer: true | Answer: Espada
Game Ending: UNREVERSE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 4.75s) | Answer: Espada
Game Starting: MATH | Has Answer: true | Answer: 6480
Game Ending: MATH | Has Winner: false | Answer: 6480
Game Starting: FILLOUT | Has Answer: true | Answer: Soul sand
Game Ending: FILLOUT | Has Winner: true | Winners: ItzDavidVZLA_(Time: 11.28s) | Answer: Soul sand
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Soul sand
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Soul sand
Game Starting: FILLOUT | Has Answer: true | Answer: End
Game Ending: FILLOUT | Has Winner: false | Answer: End
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 4
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 4
Game Starting: UNREVERSE | Has Answer: true | Answer: Hilo
Game Ending: UNREVERSE | Has Winner: false | Answer: Hilo
Game Starting: TRIVIA | Has Answer: true | Answer: •2011•2009
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 2.49s) | Answer: 2009
Race Starting: FURNACE | Material: GOLD_INGOT | Amount: 6
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Netherite
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Netherite
Game Starting: FILLOUT | Has Answer: true | Answer: Diamante
Game Ending: FILLOUT | Has Winner: false | Answer: Diamante
Race Starting: FISH | Material: BOWL | Amount: 1
Game Starting: TRIVIA | Has Answer: true | Answer: •Notch
Game Ending: TRIVIA | Has Winner: false | Answer: •Notch
Game Starting: REACTION | Has Answer: true | Answer: Oro
Game Ending: REACTION | Has Winner: false | Answer: Oro
Game Starting: REACTION | Has Answer: true | Answer: Dispensador
Game Ending: REACTION | Has Winner: false | Answer: Dispensador
Race Starting: HUNT | Entity: PIG | Amount: 5
Game Starting: MATH | Has Answer: true | Answer: 71
Game Ending: MATH | Has Winner: false | Answer: 71
Game Starting: MATH | Has Answer: true | Answer: 82
Game Ending: MATH | Has Winner: false | Answer: 82
Game Starting: TRIVIA | Has Answer: true | Answer: •Survival•Supervivencia
Game Ending: TRIVIA | Has Winner: false | Answer: •Survival•Supervivencia
Game Starting: UNREVERSE | Has Answer: true | Answer: Pico
Game Ending: UNREVERSE | Has Winner: false | Answer: Pico
Game Starting: REACTION | Has Answer: true | Answer: Beacon
Game Ending: REACTION | Has Winner: false | Answer: Beacon
Race Starting: HUNT | Entity: CREEPER | Amount: 5
Game Starting: UNREVERSE | Has Answer: true | Answer: Beacon
Game Ending: UNREVERSE | Has Winner: false | Answer: Beacon
Game Starting: MATH | Has Answer: true | Answer: 3550
Game Ending: MATH | Has Winner: false | Answer: 3550
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Composter
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Composter
Race Starting: HUNT | Entity: PIG | Amount: 3
Game Starting: TRIVIA | Has Answer: true | Answer: •Java
Game Ending: TRIVIA | Has Winner: false | Answer: •Java
Game Starting: UNREVERSE | Has Answer: true | Answer: Shulker
Game Ending: UNREVERSE | Has Winner: false | Answer: Shulker
Race Starting: FURNACE | Material: COOKED_BEEF | Amount: 6
Game Starting: UNREVERSE | Has Answer: true | Answer: Esqueleto
Game Ending: UNREVERSE | Has Winner: true | Winners: ItzDavidVZLA_(Time: 3.58s) | Answer: Esqueleto
Race Starting: FURNACE | Material: COOKED_COD | Amount: 6
Race Starting: MINE | Material: NETHERRACK | Amount: 16
Game Starting: FILLOUT | Has Answer: true | Answer: Zombie
Game Ending: FILLOUT | Has Winner: false | Answer: Zombie
Game Starting: FILLOUT | Has Answer: true | Answer: Oveja
Game Ending: FILLOUT | Has Winner: false | Answer: Oveja
Race Starting: CRAFT | Material: FURNACE | Amount: 4
Race Starting: FURNACE | Material: COOKED_COD | Amount: 9
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 12
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 12
Game Starting: REACTION | Has Answer: true | Answer: Pluma
Game Ending: REACTION | Has Winner: false | Answer: Pluma
Race Starting: MINE | Material: STONE | Amount: 32
Game Starting: MATH | Has Answer: true | Answer: 19
Game Ending: MATH | Has Winner: false | Answer: 19
Game Starting: UNREVERSE | Has Answer: true | Answer: Cofre
Game Ending: UNREVERSE | Has Winner: false | Answer: Cofre
Game Starting: FILLOUT | Has Answer: true | Answer: Ajolote
Game Ending: FILLOUT | Has Winner: false | Answer: Ajolote
Race Starting: HUNT | Entity: SHEEP | Amount: 3
Game Starting: TRIVIA | Has Answer: true | Answer: •Adventure•Aventura
Game Ending: TRIVIA | Has Winner: false | Answer: •Adventure•Aventura
Game Starting: MATH | Has Answer: true | Answer: 2562
Game Ending: MATH | Has Winner: false | Answer: 2562
Race Starting: MINE | Material: DIRT | Amount: 32
Game Starting: UNREVERSE | Has Answer: true | Answer: Ajolote
Game Ending: UNREVERSE | Has Winner: false | Answer: Ajolote
Race Starting: CRAFT | Material: CRAFTING_TABLE | Amount: 4
Race Starting: FISH | Material: BOWL | Amount: 1
Race Starting: HUNT | Entity: CHICKEN | Amount: 3
Game Starting: REACTION | Has Answer: true | Answer: Enderman
Game Ending: REACTION | Has Winner: false | Answer: Enderman
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 3
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 3
Race Starting: FISH | Material: BOWL | Amount: 1
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 12
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 12
Race Starting: HUNT | Entity: CHICKEN | Amount: 5
Game Starting: TRIVIA | Has Answer: true | Answer: •Notch
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 3.83s) | Answer: Notch
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 3
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 3
Race Starting: FURNACE | Material: COOKED_COD | Amount: 9
Game Starting: UNREVERSE | Has Answer: true | Answer: Amatista
Game Ending: UNREVERSE | Has Winner: false | Answer: Amatista
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Ending: TRIVIA | Has Winner: false | Answer: •Wither
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Horno
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Horno
Race Starting: MINE | Material: GRAVEL | Amount: 16
Game Starting: MATH | Has Answer: true | Answer: 3360
Game Ending: MATH | Has Winner: false | Answer: 3360
Game Starting: UNREVERSE | Has Answer: true | Answer: Ancient debris
Game Ending: UNREVERSE | Has Winner: false | Answer: Ancient debris
Race Starting: HUNT | Entity: CHICKEN | Amount: 5
Game Starting: REACTION | Has Answer: true | Answer: Poción
Game Ending: REACTION | Has Winner: false | Answer: Poción
Race Starting: CRAFT | Material: TORCH | Amount: 32
Game Starting: TRIVIA | Has Answer: true | Answer: •Wither
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 7.52s) | Answer: Wither
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 3
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 3
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Ancient debris
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Ancient debris
Game Starting: TRIVIA | Has Answer: true | Answer: •Netherite•Netherita
Game Ending: TRIVIA | Has Winner: false | Answer: •Netherite•Netherita
Game Starting: UNREVERSE | Has Answer: true | Answer: Cobre
Game Ending: UNREVERSE | Has Winner: false | Answer: Cobre
Race Starting: HUNT | Entity: CHICKEN | Amount: 5
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Cofre
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Cofre
Game Starting: REACTION | Has Answer: true | Answer: Linterna
Game Ending: REACTION | Has Winner: false | Answer: Linterna
Race Starting: FISH | Material: COD | Amount: 3
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 7
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 7
Game Starting: FILLOUT | Has Answer: true | Answer: Dispensador
Game Ending: FILLOUT | Has Winner: false | Answer: Dispensador
Race Starting: FURNACE | Material: COOKED_COD | Amount: 9
Race Starting: FISH | Material: SALMON | Amount: 1
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 5
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 5
Game Starting: UNREVERSE | Has Answer: true | Answer: Caballo
Game Ending: UNREVERSE | Has Winner: false | Answer: Caballo
Game Starting: REACTION | Has Answer: true | Answer: Hilo
Game Ending: REACTION | Has Winner: false | Answer: Hilo
Game Starting: REACTION | Has Answer: true | Answer: Vidrio
Game Ending: REACTION | Has Winner: false | Answer: Vidrio
Game Starting: REACTION | Has Answer: true | Answer: End portal
Game Ending: REACTION | Has Winner: false | Answer: End portal
Game Starting: MATH | Has Answer: true | Answer: 133
Game Ending: MATH | Has Winner: false | Answer: 133
Game Starting: TRIVIA | Has Answer: true | Answer: •Nether Star•Estrella del Nether
Game Ending: TRIVIA | Has Winner: false | Answer: •Nether Star•Estrella del Nether
Race Starting: FISH | Material: COD | Amount: 1
Game Starting: FILLOUT | Has Answer: true | Answer: Catalejo
Game Ending: FILLOUT | Has Winner: false | Answer: Catalejo
Race Starting: CRAFT | Material: CRAFTING_TABLE | Amount: 8
Race Starting: FURNACE | Material: IRON_INGOT | Amount: 9
Game Starting: GUESS_THE_NUMBER | Has Answer: true | Answer: 3
Game Ending: GUESS_THE_NUMBER | Has Winner: false | Answer: 3
Game Starting: REACTION | Has Answer: true | Answer: Palanca
Game Ending: REACTION | Has Winner: false | Answer: Palanca
Race Starting: FISH | Material: BOWL | Amount: 1
Race Starting: FURNACE | Material: COOKED_COD | Amount: 6
Race Starting: HUNT | Entity: SHEEP | Amount: 3
Game Starting: REACTION | Has Answer: true | Answer: Catalejo
Game Ending: REACTION | Has Winner: false | Answer: Catalejo
Game Starting: UNREVERSE | Has Answer: true | Answer: Reloj
Game Ending: UNREVERSE | Has Winner: false | Answer: Reloj
Game Starting: MATH | Has Answer: true | Answer: 142
Game Ending: MATH | Has Winner: false | Answer: 142
Game Starting: UNREVERSE | Has Answer: true | Answer: End
Game Ending: UNREVERSE | Has Winner: false | Answer: End
Race Starting: CRAFT | Material: CRAFTING_TABLE | Amount: 12
Game Starting: FILLOUT | Has Answer: true | Answer: Creeper
Game Ending: FILLOUT | Has Winner: false | Answer: Creeper
Race Starting: CRAFT | Material: TORCH | Amount: 64
Race Starting: MINE | Material: STONE | Amount: 32
Game Starting: UNSCRAMBLE | Has Answer: true | Answer: Caldero
Game Ending: UNSCRAMBLE | Has Winner: false | Answer: Caldero
Game Starting: REACTION | Has Answer: true | Answer: Obsidiana
Game Ending: REACTION | Has Winner: false | Answer: Obsidiana
Game Starting: REACTION | Has Answer: true | Answer: Pollo
Game Ending: REACTION | Has Winner: false | Answer: Pollo
Game Starting: MATH | Has Answer: true | Answer: 50
Game Ending: MATH | Has Winner: false | Answer: 50
Game Starting: MATH | Has Answer: true | Answer: 1738
Game Ending: MATH | Has Winner: false | Answer: 1738
Game Starting: TRIVIA | Has Answer: true | Answer: •Survival•Supervivencia
Game Ending: TRIVIA | Has Winner: true | Winners: ItzDavidVZLA_(Time: 7.06s) | Answer: Survival
Game Starting: FILLOUT | Has Answer: true | Answer: Pala
Race Starting: MINE | Material: DIORITE | Amount: 16
Game Starting: FILLOUT | Has Answer: true | Answer: Obsidiana
Game Ending: FILLOUT | Has Winner: false | Answer: Obsidiana
Race Starting: MINE | Material: SAND | Amount: 32
Race Starting: FISH | Material: COD | Amount: 1
Game Starting: MATH | Has Answer: true | Answer: 455
Game Ending: MATH | Has Winner: true | Winners: ItzDavidVZLA_(Time: 32.61s) | Answer: 455
